,id,specialty,procedure_code
263529,16228,Cardiac Electrophysiology,93613
263530,16228,Cardiac Electrophysiology,93620
263531,16228,Cardiac Electrophysiology,93621
263532,16228,Cardiac Electrophysiology,93622
263533,16228,Cardiac Electrophysiology,93623
263535,16228,Cardiac Electrophysiology,93650
263536,16228,Cardiac Electrophysiology,93653
132469,8109,Unknown,77082
132480,8110,Cardiology,92943
525701,32224,Cardiology,A9555
1419,88,Unknown,93451
394640,24238,Cardiology,92920
394642,24238,Cardiology,92937
263574,16230,Unknown,0159T
263575,16230,Unknown,19281
132505,8110,Cardiology,99496
132507,8110,Cardiology,A9505
263580,16230,Unknown,78195
263581,16230,Unknown,A9579
394652,24239,Cardiology,93463
394658,24240,Pathology,80500
394659,24240,Pathology,84165
132516,8112,Cardiology,93451
1445,89,Diagnostic Radiology,72114
263588,16231,Family Practice,87880
263590,16231,Family Practice,96910
394660,24240,Pathology,85060
394665,24240,Pathology,88312
394666,24240,Pathology,88313
1451,89,Diagnostic Radiology,73060
394668,24240,Pathology,G0462
263597,16231,Family Practice,Q2036
525740,32226,Unknown,93701
525741,32226,Unknown,94640
1458,89,Diagnostic Radiology,73520
525749,32226,Unknown,99354
132535,8113,Unknown,88173
525754,32226,Unknown,G0181
525755,32226,Unknown,J0696
263612,16233,Unknown,99356
132542,8113,Unknown,88311
132543,8113,Unknown,88312
132544,8113,Unknown,88313
1473,89,Diagnostic Radiology,78072
1474,89,Diagnostic Radiology,78195
1475,89,Diagnostic Radiology,78226
1476,89,Diagnostic Radiology,78226
1477,89,Diagnostic Radiology,78227
1478,89,Diagnostic Radiology,78227
1479,89,Diagnostic Radiology,78278
1480,89,Diagnostic Radiology,78306
1481,89,Diagnostic Radiology,78306
1482,89,Diagnostic Radiology,78315
132549,8113,Unknown,88348
132551,8113,Unknown,G0462
132556,8114,Dermatology,17260
1486,89,Diagnostic Radiology,78582
263622,16235,Psychiatry,96119
1488,89,Diagnostic Radiology,78806
1489,89,Diagnostic Radiology,78815
132560,8115,Cardiology,33366
263633,16237,Anesthesiology,01810
263634,16237,Anesthesiology,01936
263637,16237,Anesthesiology,64483
1494,89,Diagnostic Radiology,A9503
1495,89,Diagnostic Radiology,A9537
1496,89,Diagnostic Radiology,A9541
1497,89,Diagnostic Radiology,A9552
1498,89,Diagnostic Radiology,A9584
1499,89,Diagnostic Radiology,A9585
1503,89,Diagnostic Radiology,J2805
263650,16239,Urology,52310
263651,16239,Urology,52332
263652,16239,Urology,52352
263653,16239,Urology,52356
525801,32229,Unknown,33212
394733,24243,Cardiology,J1245
132593,8118,Internal Medicine,82962
525822,32229,Unknown,95800
263679,16242,Unknown,73060
263682,16242,Unknown,73090
263686,16242,Unknown,73140
263689,16242,Unknown,73520
132618,8119,Pathology,88311
132619,8119,Pathology,88311
132620,8119,Pathology,88312
132621,8119,Pathology,88313
132622,8119,Pathology,88313
263694,16242,Unknown,73565
1552,91,Cardiology,J0151
132625,8119,Pathology,G0462
1554,92,Urology,51702
132626,8119,Pathology,G0462
263700,16242,Unknown,73660
1557,92,Urology,52601
1558,92,Urology,55700
1559,92,Urology,76872
525841,32231,Unknown,22551
525842,32231,Unknown,22552
263706,16242,Unknown,77075
132635,8120,Internal Medicine,99318
1564,92,Urology,96402
525844,32231,Unknown,22612
394782,24245,Unknown,J1885
525846,32231,Unknown,22845
525847,32231,Unknown,22851
525858,32232,Orthopedic Surgery,73010
1573,92,Urology,J0696
1574,92,Urology,J1080
1575,92,Urology,J9217
525862,32232,Orthopedic Surgery,73565
1578,93,Gastroenterology,43248
525869,32232,Orthopedic Surgery,J7323
525870,32232,Orthopedic Surgery,J7325
1584,93,Gastroenterology,88312
1585,93,Gastroenterology,88313
394801,24247,Anesthesiology,00567
525873,32233,Pathology,88172
525874,32233,Pathology,88173
132664,8122,Anesthesiology,00103
525881,32233,Pathology,88311
1594,93,Gastroenterology,G0121
1595,94,Cardiology,36475
394810,24248,Diagnostic Radiology,77057
132669,8122,Anesthesiology,00320
132670,8122,Anesthesiology,00400
132671,8122,Anesthesiology,01112
132672,8122,Anesthesiology,01610
394813,24249,Obstetrics/Gynecology,58558
525882,32233,Pathology,88312
263747,16250,Hematology/Oncology,85007
525883,32233,Pathology,88312
525884,32233,Pathology,88313
132678,8124,Internal Medicine,82270
1607,94,Cardiology,93784
525889,32233,Pathology,88360
525890,32233,Pathology,88361
525891,32233,Pathology,88367
525893,32233,Pathology,G0462
525894,32234,Maxillofacial Surgery,70355
394830,24251,Cardiology,0295T
394831,24251,Cardiology,0296T
1616,94,Cardiology,99236
132688,8124,Internal Medicine,96401
263761,16251,Unknown,35475
263762,16251,Unknown,35476
394832,24251,Cardiology,0297T
394833,24251,Cardiology,0298T
263766,16251,Unknown,36148
1624,95,Physical Medicine and Rehabilitation,95908
1625,95,Physical Medicine and Rehabilitation,95909
525912,32237,Unknown,20550
263771,16251,Unknown,36870
263772,16251,Unknown,37200
132701,8124,Internal Medicine,99318
132703,8124,Internal Medicine,99496
263775,16251,Unknown,37236
263776,16251,Unknown,37238
394849,24252,Neurosurgery,22551
132710,8124,Internal Medicine,J0897
525927,32240,Cardiology,33225
263788,16251,Unknown,77001
132718,8126,Unknown,76377
263791,16251,Unknown,99144
263793,16252,General Surgery,36561
263794,16252,General Surgery,38525
263795,16252,General Surgery,49505
132727,8126,Unknown,93352
525944,32240,Cardiology,93613
394882,24253,Diagnostic Radiology,73060
132739,8128,Cardiology,80076
394884,24253,Diagnostic Radiology,73090
525957,32241,Unknown,01480
263814,16254,Cardiology,75574
525959,32242,Internal Medicine,70220
547415,33581,Cardiology,G0405
525969,32243,Anesthesiology,20553
525971,32243,Anesthesiology,72275
1684,99,General Surgery,97597
1685,99,General Surgery,99183
394902,24253,Diagnostic Radiology,76376
525973,32243,Anesthesiology,92270
525974,32243,Anesthesiology,92540
525975,32243,Anesthesiology,92541
525976,32243,Anesthesiology,92542
525977,32243,Anesthesiology,92545
525978,32243,Anesthesiology,92546
1693,100,Orthopedic Surgery,20550
525979,32243,Anesthesiology,92547
1695,100,Orthopedic Surgery,20605
525981,32243,Anesthesiology,93886
1697,100,Orthopedic Surgery,27130
394913,24253,Diagnostic Radiology,A9579
525982,32243,Anesthesiology,93890
132772,8128,Cardiology,A9555
263844,16254,Cardiology,94660
132774,8129,Neurology,62370
263846,16254,Cardiology,95811
263847,16254,Cardiology,96101
1705,100,Orthopedic Surgery,73140
394920,24255,Orthopedic Surgery,14301
1707,100,Orthopedic Surgery,73520
132780,8129,Neurology,J0585
394921,24255,Orthopedic Surgery,22214
394922,24255,Orthopedic Surgery,22216
394923,24255,Orthopedic Surgery,22558
394924,24255,Orthopedic Surgery,22585
1713,100,Orthopedic Surgery,97110
1714,100,Orthopedic Surgery,97140
394925,24255,Orthopedic Surgery,22610
394926,24255,Orthopedic Surgery,22614
263861,16254,Cardiology,99235
132790,8131,Internal Medicine,31622
132791,8131,Internal Medicine,31627
132792,8131,Internal Medicine,31628
263864,16254,Cardiology,J0151
394929,24255,Orthopedic Surgery,22844
132795,8131,Internal Medicine,94200
1724,100,Orthopedic Surgery,J7324
132796,8131,Internal Medicine,94250
1726,101,Unknown,33282
132798,8131,Internal Medicine,94640
132799,8131,Internal Medicine,94726
394939,24255,Orthopedic Surgery,77073
132802,8131,Internal Medicine,95811
394943,24256,General Surgery,10061
394944,24256,General Surgery,47562
394945,24256,General Surgery,49505
394946,24256,General Surgery,49568
132812,8131,Internal Medicine,99236
394957,24257,Gastroenterology,43246
394958,24257,Gastroenterology,43255
132816,8131,Internal Medicine,J2920
132817,8131,Internal Medicine,Q2036
1746,102,Radiation Oncology,77014
132819,8132,Cardiology,82270
526036,32245,Otolaryngology,31231
526037,32245,Otolaryngology,31237
526038,32245,Otolaryngology,31535
526039,32245,Otolaryngology,31575
263897,16256,Cardiology,Q9957
263898,16257,Diagnostic Radiology,19083
526041,32245,Otolaryngology,69433
394972,24257,Gastroenterology,G0121
526045,32245,Otolaryngology,92504
526046,32245,Otolaryngology,92552
526047,32245,Otolaryngology,92553
526048,32245,Otolaryngology,92557
526049,32245,Otolaryngology,92567
526050,32245,Otolaryngology,95992
526060,32245,Otolaryngology,G0268
132846,8133,Pathology,88312
132847,8133,Pathology,88321
132850,8133,Pathology,G0462
263922,16258,Cardiology,93314
263925,16258,Cardiology,94681
1782,105,Cardiology,83880
263926,16258,Cardiology,94727
263928,16258,Cardiology,94770
526071,32248,Unknown,20551
395018,24259,Unknown,93701
263958,16259,Internal Medicine,Q2035
263959,16260,Cardiology,0296T
263960,16260,Cardiology,0296T
263961,16260,Cardiology,0297T
263962,16260,Cardiology,0298T
132891,8134,Diagnostic Radiology,78306
132892,8134,Diagnostic Radiology,78815
263964,16260,Cardiology,33225
540824,33179,Unknown,78472
395039,24260,Family Practice,87880
547447,33582,Cardiology,J0461
132905,8135,Unknown,33405
132906,8135,Unknown,33508
132907,8135,Unknown,33518
132908,8135,Unknown,33519
263979,16260,Cardiology,93613
263980,16260,Cardiology,93620
263981,16260,Cardiology,93621
263984,16260,Cardiology,93653
132913,8136,Cardiology,82270
132914,8136,Cardiology,85651
263985,16260,Cardiology,93660
395051,24260,Family Practice,G0402
395053,24260,Family Practice,G0444
395057,24261,Physical Medicine and Rehabilitation,27096
395058,24261,Physical Medicine and Rehabilitation,64483
1848,106,Cardiology,J0151
395060,24261,Physical Medicine and Rehabilitation,97110
395061,24261,Physical Medicine and Rehabilitation,97112
1851,107,Physical Therapist,97110
1852,107,Physical Therapist,G0283
263997,16261,Unknown,33213
263998,16261,Unknown,33282
395062,24261,Physical Medicine and Rehabilitation,97140
395063,24261,Physical Medicine and Rehabilitation,97530
395070,24261,Physical Medicine and Rehabilitation,G0283
395071,24261,Physical Medicine and Rehabilitation,G0434
526149,32253,Orthopedic Surgery,J3303
395078,24262,Unknown,11642
526150,32253,Orthopedic Surgery,J7324
395080,24262,Unknown,12032
395081,24262,Unknown,12051
526153,32254,Physical Medicine and Rehabilitation,64483
526154,32254,Physical Medicine and Rehabilitation,64484
1870,108,Cardiology,A9505
526161,32254,Physical Medicine and Rehabilitation,99144
395095,24263,Diagnostic Radiology,36478
395098,24263,Diagnostic Radiology,75984
395099,24263,Diagnostic Radiology,76080
395101,24263,Diagnostic Radiology,77001
395102,24263,Diagnostic Radiology,99144
395103,24263,Diagnostic Radiology,99145
395105,24264,Unknown,51700
395106,24264,Unknown,51703
395108,24264,Unknown,51741
395109,24264,Unknown,51784
132968,8138,Diagnostic Radiology,70480
395112,24264,Unknown,52332
395113,24264,Unknown,55700
395114,24264,Unknown,76000
395115,24264,Unknown,76872
395119,24264,Unknown,96402
567978,34781,Hematology/Oncology,J9310
132988,8138,Diagnostic Radiology,74240
395132,24264,Unknown,J0696
395133,24264,Unknown,J9217
1919,110,Cardiology,Q9957
1920,111,Unknown,0296T
1921,111,Unknown,0298T
132996,8138,Diagnostic Radiology,78264
132997,8138,Diagnostic Radiology,78815
133000,8138,Diagnostic Radiology,A9541
133001,8138,Diagnostic Radiology,A9552
133002,8138,Diagnostic Radiology,A9577
264072,16264,Internal Medicine,99496
567979,34781,Hematology/Oncology,Q2036
133006,8139,Plastic and Reconstructive Surgery,11043
264078,16264,Internal Medicine,G0328
133008,8139,Plastic and Reconstructive Surgery,13101
264079,16264,Internal Medicine,G0402
133010,8139,Plastic and Reconstructive Surgery,14060
133011,8139,Plastic and Reconstructive Surgery,15100
133012,8139,Plastic and Reconstructive Surgery,15734
526224,32259,Dermatology,11301
526225,32259,Dermatology,11302
526226,32259,Dermatology,11306
526227,32259,Dermatology,11310
526228,32259,Dermatology,11311
526229,32259,Dermatology,11312
264091,16265,Pulmonary Disease,94726
133020,8140,Unknown,36478
264092,16265,Pulmonary Disease,94726
1950,111,Unknown,J0151
133023,8140,Unknown,76000
264095,16265,Pulmonary Disease,95806
264096,16265,Pulmonary Disease,95807
264098,16265,Pulmonary Disease,95811
395166,24266,Unknown,15822
395167,24266,Unknown,65222
395168,24266,Unknown,65855
395169,24266,Unknown,66821
395170,24266,Unknown,66821
395172,24266,Unknown,67820
395173,24266,Unknown,67840
395178,24266,Unknown,92020
264111,16266,General Practice,82270
395183,24266,Unknown,92136
395185,24266,Unknown,92285
526256,32261,Unknown,01992
395187,24267,Gynecological/Oncology,58548
395188,24267,Gynecological/Oncology,58571
395192,24268,Unknown,90792
1979,112,Cardiology,93979
264123,16267,Ophthalmology,67042
264124,16267,Ophthalmology,67228
264126,16267,Ophthalmology,76512
365116,22496,Diagnostic Radiology,73060
395196,24268,Unknown,Q3014
526268,32262,Unknown,G0444
526269,32263,Plastic and Reconstructive Surgery,11642
133059,8140,Unknown,J1250
264131,16267,Ophthalmology,92225
264132,16267,Ophthalmology,92226
133062,8141,Unknown,51702
264133,16267,Ophthalmology,92235
1992,112,Cardiology,Q9957
1993,113,Obstetrics/Gynecology,82270
133064,8141,Unknown,51741
133065,8141,Unknown,51784
133066,8141,Unknown,51797
1997,114,Unknown,27096
133069,8141,Unknown,52005
133070,8141,Unknown,55700
264135,16267,Ophthalmology,J0178
133073,8141,Unknown,76872
264138,16267,Ophthalmology,J9035
133075,8141,Unknown,96402
264142,16269,Unknown,70355
395218,24270,Unknown,31575
395219,24270,Unknown,69220
395220,24270,Unknown,92557
2010,114,Unknown,80299
2011,114,Unknown,82055
2012,114,Unknown,82145
2013,114,Unknown,83840
2014,114,Unknown,83925
2015,114,Unknown,99144
2016,114,Unknown,G0431
2017,115,Unknown,31231
133083,8141,Unknown,J9217
264163,16269,Unknown,72114
264164,16269,Unknown,72120
526300,32265,Cardiology,82728
133094,8142,Cardiology,93888
526302,32265,Cardiology,83550
526303,32265,Cardiology,83880
526307,32265,Cardiology,85651
264173,16269,Unknown,73060
133103,8143,Unknown,90935
133105,8143,Unknown,90960
133106,8143,Unknown,90961
133107,8143,Unknown,90966
2036,118,Dermatology,10040
2037,118,Dermatology,10060
133108,8143,Unknown,90970
264179,16269,Unknown,73140
2040,118,Dermatology,11301
2041,118,Dermatology,11302
2042,118,Dermatology,11310
2043,118,Dermatology,11312
2044,118,Dermatology,11603
133116,8143,Unknown,G0421
2046,118,Dermatology,12032
264187,16269,Unknown,73565
395260,24273,Unknown,82270
264193,16269,Unknown,73660
521438,31931,Unknown,77300
2051,118,Dermatology,17261
521439,31931,Unknown,77301
2053,118,Dermatology,17263
395270,24273,Unknown,G0102
395271,24273,Unknown,G0246
395272,24273,Unknown,G0402
395273,24273,Unknown,G0434
521440,31931,Unknown,77315
521441,31931,Unknown,77331
521442,31931,Unknown,77334
395283,24275,Radiation Oncology,77014
395285,24275,Radiation Oncology,77290
264215,16269,Unknown,78306
2072,119,Unknown,93790
133144,8147,Unknown,13132
133145,8147,Unknown,14040
264218,16269,Unknown,78815
395287,24275,Radiation Oncology,77300
395288,24275,Radiation Oncology,77334
395289,24275,Radiation Oncology,77427
133151,8147,Unknown,17311
133152,8147,Unknown,17312
521444,31931,Unknown,77338
521445,31931,Unknown,77370
133156,8148,Unknown,33405
133157,8148,Unknown,33430
133158,8148,Unknown,33530
521446,31931,Unknown,77413
526375,32269,Unknown,00400
521447,31931,Unknown,77417
133165,8149,Allergy/Immunology,95004
133166,8149,Allergy/Immunology,95012
133167,8149,Allergy/Immunology,95024
133168,8149,Allergy/Immunology,95115
133169,8149,Allergy/Immunology,95117
133170,8149,Allergy/Immunology,95165
521448,31931,Unknown,77418
526382,32269,Unknown,01480
526383,32269,Unknown,01844
395318,24278,Unknown,83880
526384,32269,Unknown,01936
526385,32270,Unknown,20931
133177,8150,Cardiology,33225
395321,24278,Unknown,92920
526386,32270,Unknown,20938
526387,32270,Unknown,22551
526388,32270,Unknown,22614
526389,32270,Unknown,22633
526390,32270,Unknown,22842
526391,32270,Unknown,22851
526394,32270,Unknown,72291
526405,32271,Internal Medicine,82306
133190,8150,Cardiology,93621
133191,8150,Cardiology,93623
526406,32271,Internal Medicine,82550
133193,8150,Cardiology,93650
526408,32271,Internal Medicine,82607
526409,32271,Internal Medicine,82728
526413,32271,Internal Medicine,84450
526414,32271,Internal Medicine,84460
526415,32271,Internal Medicine,84550
133201,8151,Unknown,70250
526418,32271,Internal Medicine,85652
526419,32271,Internal Medicine,87077
526420,32271,Internal Medicine,87086
264277,16276,Cardiology,75574
526421,32271,Internal Medicine,87186
264286,16277,Orthopedic Surgery,29880
264291,16277,Orthopedic Surgery,J7325
526437,32271,Internal Medicine,G0103
526439,32271,Internal Medicine,J1080
133226,8151,Unknown,73060
133231,8151,Unknown,73520
395380,24280,Radiation Oncology,77014
395382,24280,Radiation Oncology,77280
395383,24280,Radiation Oncology,77290
395385,24280,Radiation Oncology,77300
395386,24280,Radiation Oncology,77301
395387,24280,Radiation Oncology,77315
395388,24280,Radiation Oncology,77332
395389,24280,Radiation Oncology,77334
395390,24280,Radiation Oncology,77338
526459,32272,Unknown,Q2036
2176,124,Cardiology,93979
133248,8151,Unknown,74247
133249,8151,Unknown,74300
395392,24280,Radiation Oncology,77427
395393,24280,Radiation Oncology,77432
133260,8151,Unknown,76870
264333,16279,Family Practice,82150
264334,16279,Family Practice,82550
133263,8151,Unknown,78306
133264,8151,Unknown,78315
133265,8151,Unknown,78582
264335,16279,Family Practice,82607
264336,16279,Family Practice,82746
2196,125,Gastroenterology,G0121
264339,16279,Family Practice,83550
264340,16279,Family Practice,83735
264341,16279,Family Practice,84153
133272,8152,Unknown,90833
133273,8152,Unknown,90836
264343,16279,Family Practice,84550
264346,16279,Family Practice,85651
133276,8153,Diagnostic Radiology,0159T
133277,8153,Diagnostic Radiology,19081
133278,8153,Diagnostic Radiology,19083
133279,8153,Diagnostic Radiology,19281
526489,32275,Unknown,10060
2214,126,Unknown,93798
